negativo;cnt favor ayud descarg factur ayud favor registr corre electron perdi contraseni complic agenci tem laboral ayud
negativo;problem line internet ton line internet numer ayudenm ped pag
negativo;buen tard quier report dani line telefon encuentr ton llam report cas repuest graci
negativo;indic activ paquet whatsapp diari semanal graci
negativo; internet lleg meg descarg pag inaudit necesit solucion 
negativo;ayud dsd llam convencional ton servici internet ayud xq quier recl banc convencional lleg reclam
negativo;ani oper pag dej llam mes plat perd desgraci call centeragenciani atrev darm solucionpesim servici pesim oper
positivo;prest ctvos extern cerr cancel planill
negativo;buen tard quis favor restitu servici television valor pendient descont bco restitu servici graci
negativo;seman domicili naranjal servici telefon internet gener cas respuest ayud urgent
negativo;favor feri dej internet familiar internet telefoni fij favor ayudenm
positivo;internet noch vuelv muuuuy lent
negativo;mal servici internet 
negativo;cre recib veloc plan contrat meg quier mensaj dat intern quier revis problem nivel qued abon
positivo;hol graci viv guayaquil via acla cost ciudadel puert azul mz prim numer graci ayudenm
positivo;pas canal hd
negativo;pus limit bon recarg mes client ani piens sal privatizacion empres rumb tom
negativo;porfavor cnt llev mes pid resuelv problem line telefon puest recl sig servici sig cobr deb atiend
positivo;desaparec tap cajetin cnt acer portet coronel chinboraz guayaquil
negativo;hey problem cos pag paquet canal interes quier derech argument
negativo;mentir nat geo wild mes parrill definit viv dictadur
negativo;chistos tont util dueni cnt odi corre madur sac parrill telesur
negativo;contrat directv dej llor facil
positivo;violador libert expresion unic canal informacion inutil atras puebl
negativo;mal servici internet empres des deberi asco servici internet pag simplement val pa emit quej cobr primerit
negativo; lleg
negativo;pas sistem recaudacion
positivo;hol
negativo;facil pregunt eliminadoy 
positivo;asesor resolv cuestion posibl violacion libr expresion graci mod
negativo;explic pag cuent mes aparec pendient
negativo;regres canal telesur servici tv satelital pag toc contrat oper
negativo; internet val verg
negativo;defend empres public
negativo;esper solucion tem sistem petroecu respuest tecnic servici eficient cnt
negativo;esper
negativo;numer comun report averi line graci
positivo;numer llam servivi tecnic internet
negativo;aburr
negativo;cobr paquet hd quis verifiqu factur pas disculp graci
positivo;pas met desaparec utiliz control senior cnt
positivo;pag reconect servici hor
negativo;numer comunic person problem internet cas cont pesim servici
negativo;arregl jod internet muert
negativo;insist llam client convenc contrat servici deberi ayud client quier retir cerr contrat invent valor cancel const contrat servici pesim atencion
negativo;preocup buen servici mejor form atend client
negativo;onda uds
negativo;auditori cnt ofert servici trafic mb facebook whatsapp ilimit mb aplic rob navegacion sient afect compart denunci call
negativo;sig esper seman tecnic busc cajetin volvi call cent contest
negativo;dani telefon via intervall tumbac ton problem lin mezcl verific cas numer
negativo;ayud pesim servici internet 
negativo;ayud favor internet
negativo;basur servici
negativo;buen
negativo;buen estim gustari motiv sac parrill
negativo;buen favor indic cobertur puy exact chapintz
negativo;buen ayud favor sistem ayud usuari favor
negativo;buen instal line telefon domicili line ayud
negativo;buen favor atend fall cdla villamil mz guayaquil
negativo;buen codig visit tecnic pas acerc personal correspond graci
negativo;buen dani sector bloqu primaver sur gye favor razon hor servici telefon internet
positivo;buen noch problem red
negativo;buen internet val pm
positivo;buen noch acab lleg cas servici telefoni fij internet pag necesit solucion
positivo;buen noch deseari cierr agenci sangolqui pag cerr sistem pag tarjet efect pag graci
negativo;buen noch denunci averi line telefon
positivo;buen noch quis informacion contrat servici
positivo;buen noch senior cnt perl cuart etap inconvenient internet hor servici
negativo;buen noch seman vacacion internet denunci pesim servici
negativo;buen noch problem conexion internet domicili ayud favor prend foc roj
negativo;buen noch reprot telefon fij dani arregl deb cnt excelent servici pas esper contestacion graci
negativo;buen noch seman pus reclam intermitent internet contrat llam confirm dat abrieron ticket dani codif solucion problem favor ayud
negativo;buen diciembr cominic respuest inconvenient telefon bloqu solicit pront solucion ayud
negativo;buen tard seman ciud ten problem red internet equip celul sum lent ocasion funcion plen centr ciud requer pront solucion inconvenient
negativo;buen tard juev ener servici telefon internet dani seman arregl
negativo;buen tard estim llev line averi ton pag nombr juli verg favor comunic 
negativo;buen tard srs feliz ani nuevopor favor arregl internet mal mal 
negativo;buen tard problem line solucion ayud mes problem
negativo;buen tard inconvenient senial internet domicili favor indic numer llam revis solicitud att jos luis melendr queved
negativo;buen tard graci solucion problem tap salud
negativo;buen tard favor numer contact reclam factur internet
negativo;buen tard favor ayudenm report dani line fij ciud loj graci
negativo;buen tard consult hic pag planill manian banc pacif reconexion line
negativo;buen tard servici telefon internet seman pag llam soport comunic inmediat ing soport siti
negativo;buen comun canton huaquill llev servici telefoni internet hic report pas favor solucion problem
negativo;buen necesit favor veng arregl lin telefon aca mapasing cdla marth rold cont ton internet
negativo;buen falt comunicacion llam call cent line coj celul problem line resp porfavor graci
negativo;buen favor comunic servici client internet llam domicili necesit soport tecnic salud
negativo;buen favor ton telefon sauc mz conozc telefon pag graci
negativo;buen favor line telefon ruid fuert trat report dani pod llam cort ayud favor
negativo;buen senior minut averi telefon sector centr negoci terminal bloqu lin muert aparent dani ton favor solucion inconvenient envi inspeccion
negativo;buen necesit comunic uds numer llam guayaquil
negativo;buen recib pesim senial internet recib solucion eficac qued cambi proveedor amabl indic deb termin servici uds graci
positivo;buen campeonat ecuatorian futbol cost adicional ani seguir ani
negativo;buen actualizacion sistem internet movil sufr fall tecnic dispong servici 
negativo;buen internet ayud
negativo;buen favor servici internet caid llam veng repar veni famili qued internet numer visit tecnic veng favor
negativo;super pesim servici estres tant ineficaci kk
positivo;camionet cnt plac vidri polariz circul quit vist agent transit adicional alter numer denunci conduc
negativo;catastrof pid favor atencion
negativo;diassin servicioguayasguayaquilcivalverd palaci mariocontact convencional favor solucion promet mal servici sig pagandoarregl problem yagraci
negativo;cnt recib requer proxim asesor comunic ticket diciembr solucion
negativo;cnt ultim senial asco den servici buen favor usuari respond tipic respuest dej dat algui comunic pid den buen servici
negativo;cntteng mes solucionanproblem lin telefonicasy cnthast solucion problemaprov sant elen canton salin ciudadel cost oro
positivo;cobr comision pag oficin realment asco
positivo;cambi plan buen
positivo;contact cambi plan spam 
negativo;perd buen costumbr intenet fall pas
negativo;cambi oper
negativo;ahorr line telefon sirv debi prend equip internet favor poquit sensat
negativo;extrani fech abri programacion paquet llam gobiern
negativo;disfrut dej servici client gan
negativo;lent internet segur enter pas
negativo;servici internet amierd caraj quier convert hog inteligent cambi proveedor
negativo;conch lor cans dec altern internet ecuador
positivo;proced telefoni internet lleg zon rural
negativo;arregl internet fij inept
negativo;gig 
negativo;gig preci explicit public
negativo;llor dars pis calid servici internet plan vend preci huev
negativo;sirv escrib intern respuest segu lini pued atend agenci ani facturacion plan supong cobr puntual
negativo;sirv dej dat vien revis perd visit tecnic
negativo;deberi configur oportun buen servici preci razon gan merc client oportun buen ofert cambi
negativo;deberi consider tomenl sugerent servici 
negativo;deberi paquet dat movil
negativo;deberi premi entrad mal servici tv
positivo;dem informacion favor anim cambi plan actual graci
negativo;desaparec tap cajetin portet coronel chimborazoguayaquil rob cabl
negativo;diciembr rep line telefon incomunic
negativo;miercol internet reci lun aspir solucion dani grand uds argument esper cobr planill seman internet 
positivo;conexion internet quit hor restablecer 
negativo;servici llam llam cost prueb via dign atend client
negativo;internet line telefhast hptas
negativo;disculp ambat agenci recaudacion
positivo;dispon jefatur control recaud combranz extrajudicial cnt cancel deud titul credit lri present fech borr sistem aparec deud anex recib recaudacion jcre gua rre 
negativo;dobl moral direct cnt grand arrodill concesion incapac ecuador entreg empres torpez capac regal patrimoni
negativo;contact internet yend
positivo;plan
negativo;noviembr solicit cancelacion internet domicili simplement cans mal servici respuest entreg equip deb esper trat client
negativo;ani pedi cancelacion internet enter sig cobr tuliz bast vives crioll
negativo;viern dic agenci guayaquil corre qued boyac pregunt segur agenci exactitud local gust cost control
negativo;internet anda mal manian ocup solucion graci
negativo;peooor servici internet internet unic servici tecnic atend inconvenient 
negativo;servici internet vid internet fibr optic
negativo;servici internet nobol porqueri rat pongal asunt mierdabd servici cambi companii jod intern hag biel plvs
negativo;servici internet fibr buen econom felicit cnt
negativo;subcampeon barcelon ignor
positivo;emelec equip lleg
negativo;plan habl 
negativo;entrad pag puntual ando internet telefon mes llam xq fall internet quier entrad 
negativo;llam numer necesit llam minut pag telefon ped inform vid muert definit servici pesim
negativo;inocent
negativo;mes int
negativo;pesim servici atencion client oficin via telefon ayud necesit factur olan contrat numer cedul mand tont internet pesim
negativo;pen ani pioner buen servici compar lad escuch quej pesim servici pobr conoc resolv problem oper call cent despiert 
negativo;empres public saf incompetent repit lor proced escal are tecnic den atencion prioritari orden reparaciony seguir servici seman
negativo;internet movil ambat medi dat
negativo;servici asquer sart hptas mal red
negativo;estim buen noch servici internet pesim buen cobr servici mal lluvi just
negativo;estim cnt numer telefon fij ton servici internet feri encuentr servici contrat favor requier tecnic resolv situacion cas 
negativo;estim manifiest malest hab suspend program canal siqu hab comunic vinol orden hab justific reemplaz baj canal
negativo;estim encuentr servici telefon internet numer favor ayud
negativo;estim mand servici tecnic intent arregl dic volveri sig esper
negativo;estim necesit gener orden visit tecnic revis servici internet hog
negativo;estim cuent servici dw manian favor ayud
negativo;estim senior deberi caj atend sucursal averigu oficial atencion client agilit servici person caj fil person caj
negativo;estim llam telefon proporcion pagin agenci doral quit respond
negativo;estim necesit den solucion reclam ocasion report medi red esper solucion definit ton line desd hac seman servici internet esper respuest
negativo;estim quier manteng deud quis graciasnunc contest call centeresper ayud
negativo;ton internet tecnic cancel cit cas comunic previ coordin mes servici
negativo;problem red domicili numer contact oper
negativo;favor ayud telefon ton planill ayud
negativo;favor ayud reparacion line cre tickets atend seman servici
negativo;tecnic cambi clav prend apag mod satur servici viv uds estaf pesim servici denunci
negativo;gan millon ani atrac
negativo;graci solucion inconvenient diciembr esper fiest solucion repit graci
negativo;graci pesim servici internet
negativo;graci servici atencion solucion satisfactori ped 
positivo;graci 
negativo;present problem concesion cuid proposit senial mal objet hac cre ciudadani necesari privatis
negativo;hic solicitud trasl line telefon respuest
positivo;hor atiend
negativo;content servici internet conexion fall senial vien llam esper cort llam mes pag neces
positivo;hol plancit red social llam ilimit econom graci atend
positivo;hol ayudem quier olan red social ilimit chips cnt prepag
positivo;hol buen noch ayud adquir plan internet cas cabl favor
positivo;hol favor ayudenm
negativo;hol senior cnt solucion problem internet pesim servici pen atencion public lps usuari mal escrib escrib cnt respond com solucion tom reclam gener tramit solucion
positivo;hol plan dese informacion plan ofrec cambi graci informacion
positivo;hol pas internet conexion viv sant marianit
negativo;hol necesit ayud numer telefon comunic problem line telefon
negativo;hol fall internet zon non
positivo;informacion favor
negativo;atencion cordial agenci cnt edifici corre guayaquil modul senior trompud malencar
negativo;senial plan celul fars senial re mal fiasc urgent deb cambi oper 
negativo;senial internet fij movil feri cayendos moment
negativo;senial pesim nefast celul cas lament
negativo;ladron sinverguenz cans public ani record rat
positivo;red social mes
negativo;envi mensaj intern ayud favor
negativo;llev servici internet machal sector iglesi carmelit darn solucion problem 
negativo;llev das ton telefn ende internet puest report sbad an arregl pesim servici cobr nmer resolv porquer 
negativo;llev servici internet esper tecnic esper factur hag respect descuent report segu esper 
negativo;llev seman esper instalacion servici internethast fech empres instal rap servicion lentosp colm
negativo;cobertur movil 
negativo;unic mal pon anten lugar masiv pobl mejor senial logr dani salud mejor cobertur
negativo;boton adsl internet rout apag constant
negativo;dat esposaglori noemi cuenc morochocedul 
negativo;felicit esmer internet put mierd veo hor concesion
negativo;vend desped mil emple salg huelg ciudadani apoy
negativo;ayud info
negativo;comun supervisor callcent indic resolveri inconvenient necesit acerc agenci plan llam agent sig esperacual to criteri recibir
negativo;encantariaaaaaa bendit opcion
positivo;estaf cambi senial meg acab rap
positivo;ayud dic numer diferenci numer fij cobr fibr optic cuid guayaquil
negativo;ayud preci
negativo;qued internet tripl pack aqu numer deb report inconvenient
negativo;quier registr client cnttv client ani ayudenm revis favor
negativo;ayud proced cancel servici internet fij graci
negativo;mejor servici senial pesim
negativo;mentir conect mes servici fech solucion indic esperarpor rob cabl pregunt mes rob cabl
negativo;internet gt
negativo;line telefon funcion favor necesit ayud
negativo;nombr luis pasquel ayud favor graci
negativo;mir clas atencion cnt mall sur val ac
negativo;multipl llam call cent cnt respond deb acerc personal cancel line celul rob personal ladron har line lind eficient servici servici
negativo;buen inconvenient decodif empres ayud favor llam soport tecnic
negativo;mal servici llev seman servici solucion pag puntual
negativo;necesit ayud cort circuit sector coop virg cisn mz sol quem cajetin post
negativo;necesit den servici agenci matriculacion vehicul chill graci conect usuari par am urg reconect internet
negativo;necesit ayud establec servici
negativo;necesit solucion imagin quer cobr servici dese inscribi uds mencion podi retir dese sal esper ani locumpli
negativo;necesit report line averi
negativo;call cent funcion necesit respuest
negativo;senial servici
negativo;cuent servici internet juev dic favor ayud dur recre comuniqu servi client graci
negativo;funcion control remot cabl coaxial sirv llam agenci puy atiend tom not lleg atencion pesimoahorit servici pas pag servici
negativo;graci cambi oper
negativo;servici sur oest
negativo;sistem rn mall sur senior deberi pens usuari factur recib manual registr sistem cort servici
negativo;pen val hectar cabl dani cos fuert 
negativo;notific plan termin llam
positivo;vuelv cort internet uds pag dat amig abog hackers
positivo;sirv internet numer llam reclamarquit
negativo;sirv internet mierd
negativo;internet cas min contest oper 
negativo;internet plan acredit suced
negativo;line telefon seman porfavor solucion
negativo;senial cnt tv necesit solucion
negativo;ton internet cas favor ayud urgent
negativo;ton servici internet necesit pront solucion viv guayaquil barri garay favor ayud urgent
negativo;servici envienm informacion
negativo;ayud problem pon escrib mensaj intern mal servici
negativo;ojal parec ofrec pa campeonat local senial hd mes quit senial
positivo;ose desped person nombramient brav infiern comer viv rey
negativo;servici telefon internet pid numer contact jam llam
positivo;acces hbo go fox app tvya ani pag canal entrar app culp
negativo;
negativo;pesim atencion respond mensaj intern atrav facebook leen respond mal servici client
negativo;pesim elimin plan celul ani sig debit veng agenci quier devolv minut exij devolucion efvo tramitologi abus
negativo;pesim servici internet
negativo;pesim servici internet cnt loj pag
negativo;pesim servici internet pag mal servici
negativo;pesim servici internet verific numer recl bienven
negativo;pesim servici cobr plan cambi servici contrat respuest xq actualiz dat vari pesim atencion oper cuelg llam
negativo;pesim servici apart cobr servici contrat
negativo;pesim servici descont mes suscripcion cancel mes line dueni viv invent dic usand ido habl oficin solucion sig descont
negativo;pesim servici descarg program pes gb lent descarg har servici internet val restituirpsdt llam servici client 
negativo;pesim servici lent ineficient ofrec maravill hor fals
negativo;pes servici cnt internet val atad
negativo;pid grit privatiz ineficient empres estatal favor presi privatic deficient ineficient empres gent monton ocios
negativo;favor atencion ped usuari servici call javi eguigur jos peralt recre caus cambi post
negativo;favor culturiz conductor vehicul manian carr haci fil av ladron guev conductor camionet plac pcg meti carr fil caus malest 
negativo;favor revis servici lent pesim permit busqued conect pagin internacional
negativo;favor comunic adquir servici television
negativo;favor seman esper retir modem esper llam demor esper gener factur servici
negativo;babahoy aparec
negativo;telesur
negativo;pasar acab qued internet diciembr reci miercol dign solucion problem cort servici atras exact graci bell navid cnt
negativo;porf ayud telefon convencional ton marc
negativo;porf numer atencion usuari respond llam graci
positivo;ch pag plan agenci cnt cobrart ctvs recarg pas ladron sinvergenz
negativo;put solicitud ani llam llam quer confi uds unic verl verg empres decepcion internet porqueri
negativo;cancel servici cnt esper llam segur quer servici pag proporcional 
negativo;privatiz auspici
negativo;promocion sal error servidor
negativo;dot sistem conocot favor regres dispon volv ocasion
negativo;pur mentir ml servici quier cambi xq quier servici buen sac centav
positivo;equip dispon plan
negativo;fiest xq contest mart internet incapac envi tecnic arregl porqueri servici xq cobr complet
negativo;asco servici television internet telefon ofrec 
negativo;horror volv pag servici utiliz
positivo;pas senial
negativo;pas servici internet
negativo;pas senior quit list falt respet client favor correg decision
negativo;pesim servici internet cae rat
negativo;pesim servici problem servidor intern client esper configur sistem internet
negativo;promocion prepag cambi oper
negativo;servici pesim uds manian sali cas internet telefon porqueri met man bolsill
negativo;arregl telefon
negativo;quer pag sistemay agenci nadaper cort servici problem
negativo;quier pres client segu cobr pas
negativo;quier ayud servici client contest hic pag plan carg dat urgent 
negativo;quier cambi oper numer esper respuest
negativo;quier expliqu desaparec telesur paquet pag
negativo;quier ayud ice solicitud internet vin tecnic sabi enumer lin telefon podi instal internet veni vin burl
positivo;realiz trabaj fusion fibr optic
positivo;recibi llam numer
positivo;red social ilimit
positivo;regul form cobr negligent uds cancel valor cobranz
negativo;retrocedi sistem cobr pag tarjet debit
negativo;sac plan servici tv cabl bloque mediat acentu llam abus empres
negativo;salud amig cnt favor television qued competent refier servici hd competent ofrec fox espn hd senial goltv menor ofert
negativo;salud cordial ingres acced plan remision deud numer comunic
positivo;salud cost plan hari obten graci
positivo;salud ayud brind informacion plan internet cas 
positivo;salud recib llam diari abus dese recib llam numer
negativo;termin ani servici internet mejor gan suert regres llam esper tecnicocu cobr xq descuent servici
negativo;segu servici
negativo;senior cnt terribl servici acab llam segu pud contest requer anul just atencion nefast
negativo;senior cnt seman line telefon respuest abri tickets via telefon arregl
negativo;senior mejor servici ecuador atiend requer
negativo;senior internet telefon obteng respuest acerqu oficin llam comuniqu
negativo;senior sangolqui cajer recib billet viej entiend razon
negativo;senior segu incomunic vall chill seman servici
negativo;senior necesit chip telefon envi urban lleg
negativo;senior solicit servici internet ciud guayaquil quis previst instalacion coordin viaj salud
negativo;senior veng report dani servici telefon internetdesd juevesn recib accion encamin solucionarloqu mal servici ustedeslament
negativo;senior atiend servici call cent anoch call cristobal colon ria ava servici tv colaboran atiend
positivo;senior cambi fibr optic autorizacion usuari content abus cobr plantill mensual cambi solicit
negativo;senioresm qued internet servici fibr nombr red wireless aparec aparec internetcntqu pasandosi cambi notific usuari pesim servici abus
negativo;funcion reclam public servici cntinternet devuelv diner pag servici recib consumidor derech exig
negativo;dier buen servici
negativo;servici
negativo;servici canal atencion respond pas
negativo;ton telefon internet solucion yaaaaa
negativo;pid indiqu correspond muestr contrat firm imagin
negativo;solucion lin telefon cobr tarjet credit mal servici
negativo;desgraci corre
positivo;red social ilimit interes
negativo;basur
negativo;empres grand capac buen app usuari pod disfrut total servici pag imit buen competent directv qued grand
positivo;suscriptor cnt pas
negativo;sres cnt servici internet rat necesit explicacion
negativo;sres sig esper solucion qued veni vin trabaj muev billet extra colm seman internet esper cobr ma factur
negativo;sres cnt favor arreglenm servici internet fij servici vien vien veloc contrat cambi modem cambi problem
negativo;srs inconceb solucion apag rout esper segund
negativo;srs pesim servici internet fij seman llam solucion inconvenient vin arregl segu pag sirv
negativo;plan meg libr instagram fars usand instagram consum meg normal plan lte qued meg ani habl favor acredit meg correspond cc
negativo;senial celul lte cdma lent iess dand cit medic 
negativo;servici internet cuid machal desgraci servici mejor segu 
negativo;veloc internet fracas pens proveedor
positivo;tiemp proces desastr hor complet cierr lin inaudit
positivo;telefoni fij
negativo;mes report telefon ton solucion gener planill exig pag servici recib necesit atiend cas urgent
negativo;telefoni fij internet ud pag minut conect epoc mes num orden llam lleg tecnic solucion 
negativo;telefon internet servici factur cobr complet ayud solucion
negativo;denunci mal servici mes line telefon report respuest numer
negativo;problem servici internet report mes solucion sal pag servici
negativo;solicitud juev llam resolv problem internet necesit solucion favor
negativo;ticket intermitent servici favor indic internet feri sucedi navid internet ped reiter ocasion indiqu medi asent denunci
negativo;porqueri grup inept incapac solucion problem caus abro hil 
positivo;tuenti activ mb red social mes
negativo;iphon vent 
negativo;huele privatizacion polit
negativo;lun arregl problem despert internet barri protest just pag puntual mal servici rob cabl solucion
negativo;dand mal servici intencional final provoc vent empres gallin apest administr
positivo;tramit suspension plan amabl graci
positivo;trat comunic cnt opcion adicional
negativo;uds elimin canal incumpl contrat firm
negativo;uds empres public ecuador servici pesim inserv servici llam cnt enemig recom mal mal remal internet
negativo;uds problem rat conexion solucion
negativo;buen servici suel aparec registr
negativo;respuest reclam present hac mal servici internet usuari aguant tant ineficient
negativo;servici terribl total decepcion problem companii afect diari viv mes qued total insatisfech
negativo;val verg
positivo;pas noch amarill
positivo;transmit noch amarill
negativo;verdader servici malisim aca empeor cambi proveedor
negativo;viv propagand servici pesim vill flor senial internet traduc perd negoci mal servici
positivo;viv digital activ diari facilit ayud tecnologi acces internet empres mejor notabl conexion rap establ content client cnt 
negativo;xfa necesit cambi clas internet maltrat client mal servici cobr
negativo;xq policentr
negativo;acced servici dej des quier acced fibr optic dispon
negativo;continu facturacion debit telefon entreg person desatencion oid sord
negativo;reci mes servicios supon mes mejor quier convenc client tom decision acert pens 
negativo;pas instal guayaquil person esper instalacion afect depend instal usuari esper atiend esper
negativo;wifi internet unic lament inconvenient hor pag mes pierd incompetent solucion
negativo;envi tweet dej dat intern ayud viern solucion irrespons
negativo;report graci departament necesit ayud graci
negativo;report diciembr tecnic llam
negativo;client cambi plan red ilimit accesorem favor
positivo;plan uds cambi
positivo;plan so toc pag part
negativo;
negativo;pm ener am tngo cobertur internethast hor esperosi levant lleg seniakarder 
negativo; graci ayud internet cumpl
positivo;unic respond envian dat intern cnt envi meg pagang punt
negativo;ani esper den buen servici solucion problem ido internet delicades nisiqu comtest tant verguenz incumpl
negativo;confirm pap acerc solucion graci
negativo;dat mensaj intern seman
negativo;habl intern
negativo;ocurr call suburbi guayaquil referent iglesi sanvicent paul
negativo;ani dani
negativo;sig esper comuniqu intern envi dm
negativo;noved responder anioest
positivo;permiten revis cas atent cnt revis atent
negativo;lleg email herman cerr ani contrat form rob
negativo;ayudenm internet telefon
positivo;insult quej unic mensaj respond
negativo; servici internet residencial pauperrim
negativo;cas atend priorid bla bla bla llam dec agenci circul mal atencion 
negativo;verifiqu cre pagin aparec llam acerqu cancel
negativo;buen efect sig internet
negativo;respuest red servici restitu internet hor telefon
negativo;preocup argument respuest necesit solucion auxili internet fij sector sirv aca
negativo;escribi intern llam sab doming lun mart
negativo;graci quier contrat cambi canal paquet antoj
negativo;aja amag cre
positivo;gust numer contact 
negativo;favor ayud sum urgent
negativo;hic cheque mensaj intern tom quej usuari favor cobr servici devolv equip viv via salitr entreg agenci centr guayaquil absurd
negativo;envi intern cedul telefon revis grabacion pm llam hic llam telefon explic total distint recibi perd solucion llam
negativo;graci respuest esper juev solucion problem consult adicional cont servici telefoni internet factur normal
negativo;problem agenci srs atencion eficient local deficient
negativo;solucion problem clas servici senior
negativo; cnt segu vulner ley defens consumidor respuest priv ose solucion met man bolsill ciudadan
negativo;list graci
positivo;hol
negativo;comprend rig determin lineamient polit cas opcion fuent dw bbc contrari unic opcion qued decid manten servici estatal graci 
negativo;acab envi mensaj direct esper respuest
negativo;sig esper llam
negativo;escribi intern ticket llam deberi brind servici excelent client satisfech
positivo;buen cnt eficient graci
negativo;buen tard favor ayud plaz condonacion interes
negativo;gust esper
negativo;piens solucion problem porq doming line
negativo;viern servici telefon internet report respuest vuelv report result report anul esper laboral mmism pacienci pid pag servici
negativo;esper solucion problem internet
negativo;eh llam numer tant vin revis solucion internet pag servici regal 
negativo;numer ton 
negativo;hor envi document den respuest
positivo;facil cnt agenci portet em fil edad perosn atendi adult mayor vean cam pregunt usuari dij ener ticket 
negativo;servici desactiv mes servici solicit arbitrari activ recurrent historial llam registr quej servici problem oper activ
negativo;esper ayud numer plan 
negativo;esper llam contact dej
negativo;escribir intern graci atencion
positivo;numer telefon llam dem numer llam intern
negativo;estim inform result
negativo;estim dat necesit
negativo;excelent graci ayud
negativo;graci esper pront solucion numer contact 
negativo;graci atencion
negativo;graci atencion servici tub razon person atendi servici client arregl molest realment
negativo;graci repuest servici telefon internet numer favor ayud sector cumbay
negativo;graci respuest lament eufori reiter ocasion servici deficient
negativo;graci respond esper 
negativo;graci respond
positivo;graci asco
negativo;groser public engani mir respond llam ilimit oper ose
negativo;celul 
positivo;numer llam
negativo;hic solicitud solicitud internet respuest
positivo;hol acab envi mensaj intern especif
negativo;intent envi mensaj direct permit ud indiquem debi acud den solucion
negativo;jajajajajaj oficin pud ayud deberi revis institu
positivo;acab envi dm
negativo;contest resuelv
negativo;list
negativo;list escribi intern
negativo;indiqu quier acerqu oficin ley permit cobr factur dem servici entreg equip
negativo;preocup deberi solucion problem llam pur mentir derech usuari respet parec uds olvid 
negativo;atend via telefon graci
negativo;cans perd minim oportun dejar pesim servici tecnic cuent pes equip cambi simpl modem problem hari
negativo;envi mensaj direct respond costumbr mal servici canal atencion
negativo;encantari ayud
negativo;habl cesion derech line necesit 
negativo;sig engani revis historial llev dic seman vecin vien arregl
negativo;mam consumi mes tripl pack cobr mes consum cort plan ayud relaj cantid deb pag
negativo;graci resolv problem arregl line ok
negativo;graci permit envi mensaj intern ayud contest
negativo;graci solucion salud
negativo;necesit sig envi mensaj intern favor graci
negativo;respond pas
negativo;preocup ocupens mejor seman report mand tecnic mejor diganm quier habl intern escribanm
negativo;sirvi quej rubr pag material reparacion cambi cabl ani vid util problem mal servici internet manten optim serviciopag servici recib
negativo;odi odi cancel plan uds ojal privatic
positivo;ok graci informacion
positivo;ok graci
negativo;ok reconoc servici
negativo;personal ciudadan sector acerc oficin san rafael larg efect servici irem migr oper ci
negativo;favor ayudenn seman report duct tap ocurri accident adult cay duct lleg inspeccion problem criader mosquit albor ta etap mz cx parqu farol
negativo;favor revis lleg dat line problem
negativo;arregl graci ayud 
negativo;intern den solucion moviliz agenci telefon embaraz favor
negativo;cobr lin dedic servici telefoni internet suspendi problem servici atend favor
negativo;priv hag falt detall llam atend cordial llam minut apreci atencion cag bes abraz 
negativo;dat
positivo;dat necesit 
negativo;cas solucion pid llam are retencion esper atiend minut atend requerimientocc
positivo;informacion necesit
positivo;necesit
negativo;resolv unic activ roaming apaguel min toqu hagal rez rueg funcion prend prosig problem dani equip sirv ayud tom
negativo;revis mensaj intern respond solucion
negativo;salud favor ayud
negativo;demor respuest ofert demor solucion ayud ofert plan graci
negativo;app veloc servici pag internet contrat lleg 
negativo;senior problem servici internet fij conexion medi hor hor
negativo;lluvi telefon muert ruid rios
negativo;amabl segu permit
positivo;atent resuelv envi mensaj
negativo;sig recib llam necesit favor hag cumpl tiemp establec esper
negativo;seniorit atend ventanill
negativo;chist baj mb
negativo;respuest copi peg mensaj necesit solucion
negativo;supuest empres tecnolog tecnologi perd solucion
negativo;vien revis solucion caso acud
negativo;val verg cnt mierd
negativo;sig esper servici cobr cancel line ende internet injustici situacion mes resuelv ineficient
negativo;mes descar dec atend
negativo;solucion fibr dani indic arregl 
negativo;numer cedul pid dat alv
negativo;envi dat intern
negativo;escribi intern respuest
negativo;escribi inbox esper respuest
negativo;escribi intern
negativo;escribi esper respond graci
negativo;escribi favor atend
negativo;llam deb esper llam esperar despiert 
negativo;llam oper resuelv asesor contrat plan
negativo;problem babahoy problem lun caid senial pid escrib intern revis pas senial babahoy competent llam ofrec portabil pil
negativo;contest dandol dat intern esper solucion falt internet telefon fij graci
negativo;privatizacion mejor 
positivo;felic hor educ basur disfraz revolucion
positivo;ped vuelv telesur parril client merec respet
negativo;internet llam llam solucion sres eficient favor
negativo;ten list esper solucion dand servici cobrar fall
negativo;situacion aparent falt irrespons
negativo;llev gener orden revision llam solucion problem cantid meg contrat dand
negativo;pid dat pas mast acerc oficin servici client noved esper
negativo;tranqui llam asesor tecnic vend plan mal comparacion iba pas vent minut esper colg huev
positivo;graci red buen internet bye
negativo;companii emit factur mes mes cobr em planill llam biotechmins cia ltda
negativo;respuest arregl servici
negativo;descont queri iba reclam molest postvent olvid
positivo;cuental experient
negativo;definit porqueri servici brind dur par senial internet pesim
negativo;pesim servici llam trasl internet solicitud internet ayud empast mal pongans
positivo;noch internet pag debit cumpl
negativo; llev servici telefoni internet just fech pes reafirm buen famili cambi servici recomend empres
negativo;agenci cond quit lent calor
negativo;empres concecion inmediatament servici empres ani mes dolor cabez telefoni movil plan compit oper
positivo;cnt garzot cae pedaz cuid victim lament guard tuit
