polaridad;tweet
negativo;"@PaolaPabonC @CNT_EC @SCC1705 @EcuadorRC @DireccionRc @NoticiasRCN @LuisaMaldonadoM @BancadaRC_ @pabelml @dorissoliz @ForoComunes @InfoNodal @ActualidadRT Por ser un país pequeño no significa que debamos ser considerados como personas pequeñas en ideales.... no podemos permitir que las riendas del Ecuador sean manipuladas por personas inescrupulosas @PaolaPabonC  #Paolaes5  #VotaTodo5 #Todo5 
#NoPrivatización"
negativo;@DianaVa88126391 @InformacionDura @CNT_EC @SCC1705 @JacquelineRodas @CarlosVerareal @vicenteopi @EcuadorPlay @CNNEE @ultimahoraEC @DatoDuroEc @LaPosta_Ecu DianaVa no es muy inteligente lo que dices , porque crees que privatizando todo se acabara la corrupcion? acaso no hay pobreza ni corrupcion  en Chile? investiga.............
positivo;@ecuainm @MashiRafael @Lenin @CNT_EC @Tame_EP @Correos_Ecuador @AsambleaEcuador @SCC1705 Creo q Es la empresa q más recursos da al estado por q la rifan
positivo;RT @SuperLaserfm: Rafael Villavicencio @raviva68 Gerente Regional Austro de @MovistarEC en Hola Gente por @SuperLaserfm explicando esta mañ…
negativo;@ElizDelucchi @Lenin @CNT_EC en especial sus abogados de coactiva, q desgracia
negativo;En serio... Que horas inapropiadas de llamar @ClaroEcua dejen descansar, estoy satisfecho con mi plan actual. 😡😡😡 https://t.co/cDjfrrahqq
positivo;@CSEmelec @ClaroEcua La gente quiere refuerzos
negativo;@CNT_EC ni el call center funciona, necesito una respuesta
negativo;@CNT_EC no tengo Internet en casa hace 45min y no contestan las operadoras 😡😡😡
negativo;RT @Wilmandrade: @CarlosVerareal @CNT_EC La #CNT es patrimonio de los ecuatorianos, que quieren que vengan a facturar y llevarse la gananci…
positivo;RT @ClaroEcua: Pedro Quiñónez sabe lo que es vestir la camiseta del Bombillo y quiere que tú vivas esta misma experiencia. Mensajea EMELEC…
negativo;@CNT_EC buenas tardes, por favor ayudenme como reporto daño en una linea fija en la ciudad de Loja, gracias
negativo;@ClaroEcua Señores claro presento una queja varias veces y no es escuchada su personal de ventas me ofrece un producto y 3 meses después no le lo dan. He presentado varías quejas con las grabaciones y chats del operador donde muestro lo q me ofreció y no me dio sin respuesta
negativo;"@PaolaPabonC @pabelml @SCC1705 @CNT_EC @EcuadorRC @LuisReinaCh @solbuendia @FrankSamaniegoM @dorissoliz @ResistenciaCEc @CompromisoRC5 @AlexTonello5RC Vayan a Concecionar sus zapatos
Eso es suyo
Lo que es de los Ecuatorianos no van a topar nada
Traidores, evasores
No permitamos que topen un pelo de lo que es nuestro
Basta ya
Traidores al pueblo van a ir a la cárcel. https://t.co/MjAmceERkZ"
positivo;@PakitaMartinez @ClaroEcua Netlife para internet y si tienes tv pagada DirecTV, el cambio valdrá la pena, creeme.
negativo;@MovistarEC esta es la 3 ves que les reclamo https://t.co/euYmuUUgwm
negativo;@MovistarEC he llamado 4 veces al servicio al cliente y es imposible contactarme con un operador!!!
negativo;@KaritoChamorroH @ClaroEcua Ahora, los medios digitales hacen periodismo multimedia? Creo que muy pocos. Y si nos ponemos a hilar fino, están haciendo periodismo? Por ahí veo que han nominado a uno que la mayoría de sus publicaciones son rumores. En fin, lo importante es tener un debate con altura.
negativo;RT @roberth_armijos: @DefensaPublicaE para colmo @MovistarEC me intimida indicando que si continuo el proceso ante denuncia, esto puede tar…
positivo;RT @pochoharb: Hace 7 años, D.Quito vivió su último momento de gloria al proclamarse por 5ta vez campeón del Ecuador. CLARO lo recuerda htt…
positivo;RT @guapinb: @SCC1705 @franzpc @PublicaFM @CNT_EC @RonnyToapantaAl @Lenin La oficina está en urdesa en bálsamos y calle única edificio esqu…
negativo;RT @sekiio: @InformacionDura @Lenin @CNT_EC @VillaFernando_ @vicenteopi @EcuadorPlay @ToqueDeQuedaEc @DatoDuroEc @PolitihacksE @LaPosta_Ecu…
positivo;@TuentiEC Si, no es la primera vez que me pasa. Además que otras aplicaciones como WhatsApp si sirven. O su Internet es selectivo y solo sirve para determinadas App??
negativo;Atender FARSANTES @CNT_EC @Telecom_Ec @FinanzasEc @Presidencia_Ec @ComunicacionEc @AsambleaEcuador @elcomerciocom @teleamazonasec @ecuavisa cc. @MashiRafael https://t.co/Iv3BN4iNOt
positivo;El trabajo coordinado del MINTEL y las operadoras @CNTinforma, @MovistarEC @ClaroEcua, transparentan la información de manera clara y precisa, sobre el origen de una llamada  proveniente del Call Center, para que el usuario decida si contesta la https://t.co/O9lxpLWbq9
negativo;"La linea convencional, un servicio que poco a poco pierde la importancia que solía poseer. #Felizjueves #Tbt #BuenJueves #Telefonia #Tecnologia 
https://t.co/YBiUbZ71BC"
negativo;@MovistarEC hay 3 personas en atención al cliente de la sucursal de El Bosque. Ninguna atiende a las personas y están en una conversa muy interesante cuadrando horarios para navidad y fin de año... Pueden darles una llamada para que nos atiendan. Gracias. https://t.co/H6wsW172kh
negativo;@ClaroEcua Claro esta perdiendo credibilidad ! Antes cogia la señal en carreteras hoy no coge la señal .. via aloag sto domingo
negativo;"@ClaroEcua ahora sus proveedores se auto cancelan mantenimientos alegando que ha sido decisión del usuario. Desde ayer estoy esperando que restablezcan el internet y resulta que “yo le he dicho al técnico que ya no venga”. ¡Un chiste!
¿Hasta cuándo espero?"
positivo;@abpablolemos @ClaroEcua osea, no es que los defienda, yo tambien reclame eso y me supieron decir que el servicio de cobro es tercerizado , osea la maquina o cajero de cobro no es de ellos, es de una empresa y ellos se cobran con esos .50 ctvos, igual los mande a la verga pero eso me dijeron.
negativo;@prevaricador69 @ClaroEcua Porque q paso
negativo;@CNT_EC el peor servicio de Internet de la vida por mas internet de fibra óptica sigue siendo el peor.
positivo;"@Princess_So @ClaroEcua @NetlifeEcuador Depende mucho el sector de donde vives, pero conozco de personas que utilizan claro por negocio y es muy bueno.
Pero si quieres uno nuevo ve por PUNTO NET, es muy bueno.
Saludos"
negativo;RT @EcuadorPlay: #URGENTE: Privatizacion de la telefónica @CNT_EC está lista. Una empresa estadounidense a cargo de la búsqueda de clientes…
negativo;RT @Jose91688294: @PaolaPabonC @Lenin @CNT_EC @IESSec @BancadaRC_ @SCC1705 Estamos  en  nuestro derecho de  saber   lo que  esta  pasando…
negativo;@PublicaFM @CNT_EC @RonnyToapantaAl Eso nos pertenece ,pueblo no permitas más atropello.
negativo;@EcuadorSinParo @janethinostroza @CNT_EC @CNEL_EP Bravo @janethinostroza estos    señores bocones no saben o se hacen  que compramos energía a Colombia, las hidroeléctricas se caen a pedazos, @CNT_EC obtiene rentas estafando al pueblo ecuatoriano y da pésimos servicios y se pagó más de 500 millones en más para su modernización
positivo;RT @pochoharb: Hace 44 años nació Agustín Delgado.Un futbolista influyente en nuestra historia:Clave en 2 clasificaciones mundiales y golea…
negativo;@radiosonorama @CNT_EC @CanalUnoTv @notiunoquito @noticierouno Claro como puede estar una decisión tan trascendente para el país a cargo de una persona.
negativo;@wgomezr @CNT_EC Y la van a comprar ellos sin saber su valor ??
negativo;@dark_yamazuki @CNT_EC Sabes eso es simple cansela el servicio me a pasado a menudo
negativo;@SCC1705 @franzpc @PublicaFM @CNT_EC @RonnyToapantaAl @Lenin Es terrible que más de uno critique el trabajo de cada quien si tener un poco de conocimiento sobre el tema
negativo;@Jahel_ecu @MovistarEC @CNT_EC @ClaroEcua A @CNT_EC no por favor su servicio es de pésima calidad y son abusivos con sus excesivos cobros por servicios que nunca fueron contratados ..!
negativo;@ClaroEcua No gracias ustedes son peorrrr
negativo;@CNT_EC debería tener muy en cuenta ésto. Configura una oportunidad para, a través de un buen servicio y precios razonables, ganar mercado ante @ClaroEcua y @MovistarEC (soy cliente de #movistar, a la primera oportunidad de una buena oferta, me cambio). https://t.co/KLFeJ3ugJ5
negativo;RT @josestrellario: @BaironValleP @SCC1705 @CNT_EC @LuisCubillosGye @RicardoPatinoEC @MonicaBritoRC @AsambleaEcuador @EcuadorRC @LaboralAN…
negativo;@ecuainm @CNT_EC @Lenin @SCC1705 @ElectricaQuito @TranselectricEC @CELEC_EP @MashiRafael @JorgeGlas malditos
negativo;@PublicaFM @CNT_EC @RonnyToapantaAl Está privatización significa un despido del 50 al 60% de los empleados y ellos serán los últimos en enterarse cuándo les llegue las notificaciones a sus escritorios si no se unen hoy mañana no estarán llorando
negativo;@PaolaPabonC @CNT_EC @SCC1705 @EcuadorRC @DireccionRc @NoticiasRCN @LuisaMaldonadoM @BancadaRC_ @pabelml @dorissoliz @ForoComunes @InfoNodal @ActualidadRT Quizás la foto sea falsa, puede ser y no dijo textualmente lo que allí se pone, sin embargo ella y los suyos siempre están apoyando a Maduro o miento???
positivo;@FernandoEhlers1 @ecuador_real @Lenin @PROGRAMALATV @CNT_EC El Estado debe deshacerse de tanto activo que da pérdidas..de acuerdo a un análisis de lo que en realidad sería beneficioso para el país..hay tanto activo destruyendose.. y no data de estos dos años.. por favor no seamos partidistas seamos analíticos por el bien del país.
positivo;"Un día como hoy hace 8️⃣9️⃣ AÑOS 11/01/1930 se funda @LDU_Oficial el único equipo campeón de la COPA LIBERTADORES 🇪🇨🏆⚪🔴⚪🏟️⚽
Único equipo ecuatoriano en ganar 🏆🏆🏆🏆 torneos internacionales
Por si se le olvida a @AntonioUbilla1 
Por si @ClaroEcua no recuerda pilas @pochoharb https://t.co/HXaQQ0sD3V"
negativo;"RT @revistaPlanV: #IdeasPlanV | A precio de gallina robada
La nueva columna de #opinión de Alexis Oviedo en: https://t.co/vNEx0MoYzc

#CNT…"
negativo;@CNT_EC En este plan estamos hablando 😳
negativo;@TheBrianHQ @ClaroEcua y cuando se devuelve la llamada solo va a buzón
positivo;@jcepedacassola @ClaroEcua Amigo me pasa todo el tiempo, de las dos operadoras. Les he pedido millón de veces. Yo simplemente cuelgo el teléfono y pongo ese número en el blacklist, opción que tienen los androids, y cada vez recibo menos llamadas, porque los números en el blacklist no entran ni suenan. 😉
negativo;"RT @NatalyYunda: Privatizacion de la telefónica @CNT_EC está lista

Empresa estadounidense a cargo de la búsqueda de clientes por disposici…"
positivo;@PublicaFM @CNT_EC @RonnyToapantaAl No es mala idea la concesión pero mejor se debería pensar en vender , mientras exista alguien interesado en comprarla
negativo;@MovistarEC Estoy viendo películas en Movistar play y me está consumiendo datos, y no la promo que dice que tengo 5gb
positivo;"RT @pochoharb: Hace 49 años nació Raúl ""pavito"" Noriega,el único ecuatoriano en haber jugado BocaJrs; fue varias veces campeón con BSC, don…"
negativo;"más de 8000 PIPONES!
.@CNT_EC hasta nunca! https://t.co/CD9y43vJwI"
negativo;El presidente del Colegio de Ingenieros Eléctricos y Electrónicos de Manabí, Alex Gonzales no está de acuerdo como se viene llevando la pretendida Concesión de las Empresas del Estado @CNT_EC y @CNEL_EP https://t.co/Jmv0nt1hWE
negativo;Srs d @ClaroEcua 12 años con mi mismo número, pero lo d hoy es indignante, solicité hace más de un mes un cambio d plan y resulta q nunca lo hicieron, hasta firmé, el trámite lo hice n el Shoping Sto Dgo, el plan d $28,95 a $15+iva, Qué gana la aserora con esto? @walter198727 https://t.co/sSIFRJAacw
negativo;"@PublicaFM @CNT_EC @RonnyToapantaAl Que hpt... Respeto para mi país.. Dejen de vender todo o regalar todo...!!!!
Porque???"
negativo;@CNT_EC @CNT_TeAyuda desde el pasado fin de semana en mi domicilio en Naranjal no tengo servicio telefónico ni internet, se han generado los casos 39952466 y 39994838 sin tener respuesta ... su ayuda URGENTE @Lenin
negativo;RT @JorgeSports10: Ya párenle señores de @ClaroEcua, en serio 😡😡😡😡😡😡 ¡Qué molesto! No quiero sus servicios y nunca los voy a querer más con…
negativo;"Resulta increíble leer que la @CNT_EC no tiene una contabilidad confiable, tampoco se sabe sus ingresos, ni pasivos peor aún su rentabilidad y a pesar de ello la ponen en venta? Que hicieron las administraciones en estos dos años? 
https://t.co/kfBovDS6tf"
negativo;@amandaasubiar @dr_rubik @CNT_EC A mí me tuvieron 15 días sin servicio el año pasado, cancele el contrato y me cobraron el mes. Gran ayuda de los hp esos.
positivo;RT @ClaroEcua: ¡Pirlo estará en la Noche Amarilla y tú puedes cumplir tu sueño de vivirla junto a él como el #Jugador12 de la #NocheAmarill…
positivo;@Diegordinola @ClaroEcua @BichitoEC Excelente Diego. Ya va mi voto por ti. Abrazo!
negativo;"Buen día con todos, menos con los telemarketeros de @ClaroEcua 
YA NO ME LLAMEN PLGP"
negativo;@GabrielaEsPais @CNT_EC Con contratos justos es un camino. Las empresas públicas sólo han sido un nido de delincuentes con traje. Hay que buscar un equilibrio que beneficie a las dos partes .
positivo;RT @gandrade62: Todos los manabitas a votar por Jocelyn Vera Vera, nominada por @ClaroEcua a los premios #bichitosdelfutbol en la categoría…
negativo;@ClaroEcua Pésima la atención en el centro de atención de claro en el  hipermarket al lado del parque California.. fui a que me ayudaran en la configuración de un teléfono y me dicen que ellos lo hacen eso. Después de tenerme esperando una hora 😠😠😠
positivo;@ClaroEcua listo
negativo;@pamozaec @CNT_EC Guardará las facturas x q cuando se privatice CNT le han de hacer un jugoso aumento, como a todos los q tenemos este servicio, Y TODO CULPA DE CORREA y Mahuad el mejor presidente de la historia del país según usted 😨😨😜
negativo;"RT @BaironValleP: ¡Y decían supuestas CONCESIONES de empresas públicas!
Esto solo tiene un nombre y es PRIVATIZAR empresas públicas, ya que…"
negativo;"Es en serio???

No es ni siquiera cliente y salen con esto? Su CM además de poco profesional parece un niñito resabiado y mal educado. https://t.co/utMmjDFGMl"
negativo;@CNT_EC el 29 de noviembre solicité la cancelación del internet en mi domicilio, porque simplemente me cansé de su mal servicio. Ya son más de 15 días y no tengo respuesta para entregar los equipos. Cuánto más debo esperar para que por lo menos ahora traten bien a un cliente?
negativo;@MovistarEC muy de acuerdo se nota que usted no a tenido ningún tipo de desfase económico espero que el próximo mes no me acrediten algo que no estoy consumiendo.
positivo;RT @MinTrabajoEc: Esta mañana nuestro proyecto #PETI junto a la @redetiecuador inician su recorrido en Quito con el Tren de los Sueños, agr…
positivo;@CNT_EC Buenos días, el campeonato ecuatoriano de fútbol tendrá costo adicional el próximo año o seguirá como este año?
negativo;@chivirina @AMTQuito @CNT_EC Multa por no matricular en el día que es y multa por que no hay sistema los últimos días 😠😠😠😠
negativo;@GabrielaEsPais @CNT_EC @Lenin @CJudicaturaEc Cada vez más tétrica la situación del país
positivo;@ClaroEcua Lo voy a considerar... por favor, necesito más información.
positivo;"Con @IDV_EC en todo momento.. Quiero ser el #Jugador12Independiente póngale el ojo @ClaroEcua
Saludos https://t.co/t6OJqVBGIh"
negativo;@CNT_EC Con un servicio de internet de amierda que dan ustedes para que carajos quiero convertir mi hogar inteligente, tendria que cambiarme de proveedor
negativo;Michelena: “Ley impide privatización de CNT” https://t.co/frvs2ijze8
negativo;@NetlifeEcuador @ClaroEcua Yo tengo sus servicios @NetlifeEcuador pero ya están super caros sus planes con respecto a otros proveedores.
negativo;@albo75 @MovistarEC @ClaroEcua Ojalá así les quede de experiencia, porque por lo visto esto va a seguir pasando independientemente del acuerdo suscrito. Por lo pronto a bloquear esos números
negativo;@ClaroEcua Señores Claro Ecuador. La Ciudad de Piñas en la Provincia de El Oro tiene desde el día jueves pasado una señal PÉSIMA de su operadora...será que pueden arreglar el problema o tendremos que emigrar a otra operadora
negativo;@CNT_EC ojala no sea algo parecido a lo que ofrecieron pa campeonato local señal HD y luego de unos meses me quitaron esa señal..!
negativo;@ClaroEcua hasta cuando????. Hasta cuando ???? El internet de casa es horrible 😡😡😡 necesito una solución.... llevo tres horas sin internet. Llamo pero nada.
negativo;@FernandoEhlers1 @Lenin @PROGRAMALATV @CNT_EC Hay que publicarse lo todos los días en el perfil de ese hijo de puta traidor mamarracho.
negativo;@MovistarEC me robaron el celular y ahora eatoy recibiendo llamadas de diferentes numeros a preguntar mi nombre, devuelvo la llamada y me  q el numero esta inactivo o no es el correcto como puede pasar eso?
negativo;A claro no voy a volver nunca!! Muchas gracias @MovistarEC  🎉 https://t.co/rcEOLL4p5w
negativo;Buenas tardes estimados mi consulta es como una persona puede saber que tiene deuda con ustedes @CNT_TeAyuda @CNT_EC ya que le están debitando de su cuenta de ahorros todo los meses.
positivo;Este 24 y 25 de Enero  #2x1 en todas las recargas desde $3 #VuelvenLosDiasMovistar @MovistarEC https://t.co/9dn3FT4RQ2
negativo;@MovistarEC El servicio de movistar es pésimo en las oficinas del  scala cumbaya, esas señoritas q atienden solo pasan maquillandose.
negativo;@ecuainm @CNT_EC @InformacionDura @MashiRafael @Lenin @FinanzasEc @AsambleaEcuador @RichardM_A @jaimenebotsaadi Por qué le mencionan al tesorito robolucionario, acaso sigue gobernando este país?
negativo;CNT pasará a manos privadas. https://t.co/brFnG6gDm9
positivo;@maranitasilva @CNT_EC @claro @Movistar @CNT_TeAyuda @CNTinforma @marcelaguinaga @juanseroldan @RTSEcuador @AsambleaEcuador Gracias por brindarnos un servicio de calidad #CNTorgulloParaEc
positivo;@D_RomeroM_ @patoa2010 @Telecom_Ec @ComunicacionEc @GuilleHLeon @FRendon11 @emco_ep CNT líder en tecnología. ...........Carbensemix presente
positivo;@VillaFernando_ @CNT_EC Más claro que ésto, no puede ser.
negativo;@ecuainm @CNT_EC @InformacionDura @MashiRafael @Lenin @FinanzasEc @AsambleaEcuador @RichardM_A @jaimenebotsaadi Porque copian al prófugo??
positivo;@ClaroEcua A las 17:00 horas aproximadamente
negativo;Pana otra vez @NetlifeEcuador anda en competencia con @CNT_EC toda la tarde sin poder hacer nada:)))))) https://t.co/NIZgASZdmI
negativo;@PublicaFM @CNT_EC @RonnyToapantaAl estupidez
negativo;@ecuainm @MashiRafael @Lenin @CNT_EC @Tame_EP @Correos_Ecuador @AsambleaEcuador @SCC1705 Eeeh gracias a @MashiRafael vivimos un presente de pobreza.
positivo;El trabajo coordinado del MINTEL y las operadoras @CNTinforma,    @MovistarEC @ClaroEcua, transparentan la información de manera    clara y precisa, sobre el origen de una llamada  proveniente del Call Center, para que el usuario decida si contesta la llamada.  #MintelCambiaVidas https://t.co/zoMYQse6SK
negativo;@ROSXPI @ClaroEcua Eso te pasa por no cambiarte a @NetlifeEcuador  amiwo
negativo;@ClaroEcua no envíen pendejadas, promociones  intrusivas que salen de la nada. https://t.co/7ZyERHtAgz
negativo;"Impuestos disfrazados ""homologación de celulares"" $ 185.00 ¿Como asi? @Arcotel_ec 
Aquí no creamos tecnologías ni innovamos, usamos lo que ya esta estandandarizado en el mundo real.
Retardan el progreso.
@lacamaragye 
@ClaroEcua 
@MovistarEC"
negativo;@nelsonnmoncayo @MashiRafael @CNT_EC Me pasa lo mismo y como es del Estado, hacen lo que les da la gana y uno no puede hacer nada
negativo;@MovistarEC Qué barbaridad, hoy lo dijo ante los Medios de Comunicación,¿¿ pero ¿ustedes le siguen diciendo mentiroso al gerente regional de Movistar?
positivo;@CNT_EC a que numero se puede llamar para un servivio tecnico de mi internet?
negativo;"Señores @ClaroEcua dejen de estar llamando no me interesa su servicio.
#ComoJoden"
negativo;@ClaroEcua Quito Calles Joaquín Pinto y Amazonas Carro daño los cajetines arreglen por favor lleva 4 dias asi https://t.co/oU8dhrHwhH
negativo;@VickyDesintonio @pabelml @CNT_EC Jajaja la burocraci Llora. Y los comunistas les arde.
positivo;@ClaroEcua Me interesa
negativo;@ClaroEcua esta empresa es la peor en atención al cliente no puedo creer que adquiriendo un equipo y si no estoy conforme igual tengo que pagarlo que desgracia @Arcotel_ec @DEFENSORIAEC
positivo;@ccoronelg @CarlosVerareal @MovistarEC @Lenin @ottosonnenh @Arcotel_ec @DEFENSORIAEC Igual lo hace la empresa Claro
negativo;@ClaroEcua EL PEOR SERVICIO, EN TODO ESTE MES A FALLADO!
negativo;RT @Courtekj: No es recomendado para nada @CNT_EC en serio que ineficiencia del servicio
positivo;El trabajo coordinado del MINTEL y las operadoras @CNTinforma, @MovistarEC @ClaroEcua, transparentan la información de manera clara y precisa, sobre el origen de una llamada  proveniente del Call Center, para que el usuario decida si contesta la llamada. #MintelCambiaVidas https://t.co/xylclYHDmf
positivo;"RT @CristianLeonF: Vota por Sucre Deportes 1era emisión de @radio_sucre, categoría ""Los Panelistas de Radio"", estamos nominados para los pr…"
negativo;@jorgealarcon El tema que si luego. Iene un gobierno y rompe el. Contrato y nacionaliza otra vez a la CNT dirán que es un gobierno comunista o socialista, que no hay seguridad jurídica en el Ecuador y que eso espanta a los inversores. Es decir, es una decisión jodida (1\2)
negativo;Ojala y por navidad me regalen una buena señal. https://t.co/oQSgL5XZ0Z
negativo;@CNT_EC buenos días por favor desde el 31/12/18 no hay tono en los teléfonos de Sauces 9 desde las mz 539 ,540 e 541, las que yo conozco mi teléfono es 2573655 y estoy al día con los pagos muchas gracias.
negativo;@PublicaFM @CNT_EC @RonnyToapantaAl UN VERGANTE DE LA NADA COMO #SANTIAGOCUESTA MANIPULANDO A UN PELELE PENDEJO Y PARAPLÉJICO MENTAL PARA QUE ACCEDA A LOS INTERESES DE SU GALLADA.
negativo;"@LongoTierra Comenzar a exigir se hagan públicos los estados contables de @CNT_EC 

Y lo demás es tarea para los amigos economistas."
positivo;@CNT_EC Has que que hora atiende
negativo;@andresvillalvag @MashiRafael @CNT_EC Por supuesto a una prima mía con más de 20 años de trabajo el miserable de correa la hecho junto con más gente
negativo;Las cosas se esmeran... hoy el internet de @ClaroEcua no sirve para nada 😤
negativo;@Didiferz @Lenin @ottosonnenh @CNT_EC @NetlifeEcuador @Didiferz. Es lo que haré... Cambiar de proveedor. Saludos!
positivo;@ClaroTeAyuda Es con @ClaroEcua  y muchas gracias @ClaroTeAyuda  por lo visto en otros países atienden mucho más rápido que en el mío Felices fiestas
negativo;@ClaroEcua ese numero es el mio ya por favor paren con la llamadera
negativo;@Tuenti @illusman @TuentiAR @TuentiEC @TuentiES @Tuenti_Peru Funciona horrible
positivo;Me pasa siempre pero también @ClaroEcua (sus empleados) venden las bases, lo se porque me llaman a mi número ofreciendo servicios para mi esposo. https://t.co/8oNkf0zsL9
negativo;"@ClaroEcua Siguen verifocando señores @ClaroEcua mañana son 8 días espero sepan explicar muy detalladamente la razón de esta demora.
 Supongo que existe alguna compensación supongo!"
negativo;@MovistarEC Nunca contesta ese número, y agencia del Movistar me da solución o la agencia de la empresa xq es en Guayaquil y soy de quito gracias por hacerme perder el tiempo solicitando datos y decirme algo que ya sabía y está en la factura 😡😡@HectorZagal @Mauricio10zu @PATODIAZGUEVARA
negativo;@ClaroEcua Srs. Yo no quiero enviar ningún mensaje por interno lo que quiero saber es si cada que llueve se me tiene que ir el Internet? Es lo mismo que pregunté vía telefónica me aseguraron que no! Pero aqui me tienen escribiendoles nuevamente.... por el mismo tema
negativo;@ramiroaguilart @CNT_EC Estimado doctor cordial saludo. Solo para analisis... cuando el comentario es negativo frente a una empresa pública mire la cantidad de respuestas y comentarios, cuando el comentario es positivo nadie dice nada. Lamentablemente así es nuestro país.
negativo;@ecuainm @CNT_EC @Lenin @SCC1705 @ElectricaQuito @TranselectricEC @CELEC_EP @MashiRafael @JorgeGlas Y mientras tanto en la realidad paralela ... El festin empieza...
positivo;@maranitasilva @CNT_EC @claro @Movistar @CNT_TeAyuda @CNTinforma @marcelaguinaga @juanseroldan @RTSEcuador @AsambleaEcuador es una empresa de mucha calidad y da muy buen servicio #CNTorgulloParaEc
negativo;Me quedare sin ver la final gracias al excelente servicio de @ClaroEcua.
negativo;RT @AparicioCC: Las empresas públicas no tienen balances. Esto es África subsahariana. https://t.co/ICZITQdHkk
negativo;@CNT_EC No gracias, nos vamos a cambiar de operadora.
negativo;"@CNTinforma Que mal servicio Dios mio! El internet es malo se va todo el tiempo, ya hemos hecho reclamos y todo, nos han llamado desde Quito para ""solucionar el problema"" pero el problema sigue......
@ClaroEcua enseñale a @CNT_EC como se trabaja!!"
negativo;RT @inesmborja: @PublicaFM @CNT_EC @RonnyToapantaAl Hasta cuando vamos a permitir tanto descalabro que quieren dejar el país en huesos? ?
negativo;@ClaroEcua Gracias por llamarme a preguntarme cuál era mi problema, quedamos en que ayer mismo iban instalarme el codificador, pero nunca fueron a mi casa, por lo tanto, sigue mi requerimiento sin ser atendido un domingo más!
positivo;@ClaroEcua Jorge Enrique Puente Villa 1704410974 0998550975
negativo;@SCC1705 @franzpc @PublicaFM @CNT_EC @RonnyToapantaAl @Lenin Negocio cuando sea tu plata no con la de todos los ecuatorianos privatizar CNT cuando el estado también lo puede hacer se nota lo empresaurio que eres y codicioso
negativo;RT @loboencaceria: @coryydanae @CNT_EC Asi son de sinverguenzas
negativo;Señores CLARO parece que en Ecuador se ha instaurado la traición y el irrespeto, cómo se atreven a llamar a usuarios como yo de MOVI a proponer maravillas para que nos cambiémos, sigan llamándome jamás me cambiaré a su operadora. NUNCA https://t.co/R13R3wO8GA
negativo;@CNT_EC  explíquenme por aquí el por que luego de cancelar su PESIMO servicio y pagar lo razonable que es el último mes de uso de su servicio, se tiene que volver a pagar el servicio si el contrato ya se encuentra cancelado al igual que el servicio? #estafadores
negativo;RT @GarofaloLeon: @VickyDesintonio @amandaasubiar @CNT_EC Todo ciudadano cliente o no de CNT deberia enviar un mensaje @Presidencia_Ec  y d…
negativo;@PublicaFM @CNT_EC @RonnyToapantaAl Maldito bastardo tienen al estado como su empresa. Claro como Ecuador se ha convertido e  u  pais de mojigatos y pusilánimes. Van a meterte el dedo la mano hasta el fondo
positivo;RT @ClaroEcua: ¡Nuestros 9 candidatos luchan para vestir la camiseta su equipo! Armados los grupos, Ivan Hurtado los pondrá prueba, y tendr…
negativo;@CNT_EC tengo el telefono e Internet sin servicio pero en la factura cobran completo . Su ayuda solucionando
positivo;@MovistarEC felicitaciones x #MovistarPlay excelentes ventajas para quienes lo tenemos 👏👏👏
negativo;CNT: la “estratégica”, a concesión.  https://t.co/3ypYXP81vW
positivo;El trabajo coordinado del MINTEL y las operadoras @CNTinforma,    @MovistarEC @ClaroEcua, transparentan la información de manera    clara y precisa, sobre el origen de una llamada  proveniente del    Call Center, para que el usuario decida si contesta la llamada. #MintelCambiaV https://t.co/Qsod19rI7o
positivo;RT @ClaroEcua: ¡Encuentra solo en Claro el Samsung que siempre quisiste! Para esta Navidad Elige entre un Galaxy A9, Galaxy A7 y un J6+ con…
negativo;Pero recuerda que el campeonato no lo pasan en señal abierta. Contrátales un paquete de .@CNT_EC antes de que la concesionen https://t.co/Y52kuNBPLQ
negativo;"@ClaroEcua Entonces explícame como rayos me llega spam y publicidad de terceros en un correo que creé exclusivamente para que ustedes me envíen facturas?
Y lo peor es que no solo a mí, mismo correo de @CompraYAec a todos los clientes de Claro https://t.co/z229QKqTPJ"
negativo;@ClaroEcua No quiero Huawei...detesto a los chinos hdps
negativo;@Dianukdii @ClaroEcua JAJAJAJAJAJAJA esos Diablos.
positivo;@CNT_EC Soy suscriptor de CNT van a pasar la final?
negativo;@MovistarEC q mal servicio, yo quiero regresar a movistar pero con esa tardanza me hacen pensar 2 veces y la competencia se les lleva los clientes. Que ella son más rápidos.
negativo;"AVISO:
Estimados padres de familia. Informamos que durante esta semana no se receptarán pagos con tarjeta de débito y/o crédito en la institución, debido a trabajos externos de CNT, en el sector. Los pagos que se realicen podrán ser en cheque o efectivo. https://t.co/15ocYdDjzx https://t.co/pCdrPtz4l0"
negativo;@EstebanOrtizMD @efebrescorderob @EmbajadaEcuUK @fabriciovelav @fabovillamar @docmundele @PhDenEcuador @galoarellano_ec @UKinEcuador @kingsmanway @ramirodiez @friega_again2 @raguilarandrade Se llevan CNT, ya pasen la pagina de la xenofia que ya se esta convirtiendo en una distraccion para que el patuleco y sus malechores se rifen las empresas publicas
negativo;@CNT_EC se termina el año y el servicio de Internet sigue sin mejorar,Se va cuando les da la gana y si uno tiene suerte regresa después de llamar 1000 veces o esperar al técnico,cuando cobran xq no descuentan el servicio de m..... a que tienen
